ÐòºÅ,V1,V2,label
3268,-5.27 ,5.18 ,1
3269,-1.40 ,3.19 ,2
3270,0.41 ,0.46 ,2
3271,5.33 ,5.26 ,3
3272,8.00 ,6.26 ,3
3273,-5.43 ,2.77 ,1
3274,-0.49 ,0.87 ,2
3275,6.64 ,8.71 ,3
3276,6.88 ,8.13 ,3
3277,0.10 ,3.27 ,2
3278,-1.98 ,1.59 ,1
3279,3.17 ,2.83 ,2
3280,-4.45 ,4.99 ,1
3281,2.00 ,1.50 ,2
3282,8.72 ,8.61 ,3
3283,2.57 ,1.83 ,2
3284,-1.93 ,7.06 ,1
3285,1.73 ,2.04 ,2
3286,-3.73 ,1.73 ,1
3287,-4.77 ,6.08 ,1
3288,6.03 ,5.41 ,3
3289,4.50 ,2.63 ,3
3290,-2.95 ,3.87 ,1
3291,5.20 ,8.51 ,3
3292,3.60 ,7.53 ,3
3293,6.86 ,4.30 ,3
3294,-2.76 ,5.75 ,1
3295,-1.86 ,4.09 ,2
3296,-3.61 ,2.50 ,1
3297,-0.67 ,3.23 ,2
3298,1.63 ,4.01 ,2
3299,-4.10 ,2.60 ,1
3300,1.66 ,2.65 ,2
3301,8.84 ,7.86 ,3
3302,-3.32 ,3.10 ,1
3303,-0.34 ,2.29 ,2
3304,0.88 ,3.52 ,2
3305,-6.11 ,7.00 ,1
3306,1.55 ,3.95 ,2
3307,6.96 ,2.96 ,3
3308,-0.44 ,7.96 ,1
3309,-0.04 ,0.60 ,2
3310,5.48 ,5.08 ,3
3311,3.94 ,6.16 ,3
3312,1.42 ,1.50 ,2
3313,-5.80 ,5.89 ,1
3314,-2.48 ,2.66 ,2
3315,7.18 ,5.85 ,3
3316,6.10 ,6.94 ,3
3317,0.45 ,3.98 ,2
3318,-7.69 ,1.14 ,1
3319,0.87 ,2.18 ,2
3320,2.79 ,2.08 ,2
3321,6.11 ,9.54 ,3
3322,-1.03 ,-1.04 ,2
3323,1.12 ,1.92 ,2
3324,6.26 ,3.17 ,3
3325,0.74 ,2.50 ,2
3326,4.84 ,4.95 ,3
3327,-0.73 ,0.02 ,2
3328,2.99 ,2.72 ,2
3329,3.50 ,4.89 ,3
3330,-0.10 ,1.87 ,2
3331,5.16 ,7.82 ,3
3332,5.38 ,3.19 ,3
3333,2.07 ,0.94 ,2
3334,1.02 ,3.42 ,2
3335,-3.32 ,5.71 ,1
3336,-2.05 ,1.18 ,2
3337,6.28 ,7.52 ,3
3338,7.22 ,8.63 ,3
3339,-4.29 ,5.50 ,1
3340,-5.12 ,4.90 ,1
3341,-1.71 ,3.18 ,1
3342,-2.36 ,2.40 ,1
3343,-1.89 ,6.74 ,1
3344,-4.87 ,1.16 ,1
3345,7.77 ,4.95 ,3
3346,-5.38 ,3.52 ,1
3347,-4.57 ,5.50 ,1
3348,-5.62 ,3.39 ,1
3349,-0.68 ,1.60 ,1
3350,5.69 ,3.01 ,3
3351,3.22 ,1.86 ,2
3352,7.11 ,4.94 ,3
3353,1.15 ,1.44 ,2
3354,-3.57 ,2.49 ,1
3355,0.12 ,1.44 ,2
3356,-0.65 ,2.11 ,2
3357,3.07 ,7.92 ,3
3358,5.14 ,1.94 ,3
3359,6.94 ,9.50 ,3
3360,3.21 ,4.19 ,3
3361,7.30 ,9.06 ,3
3362,1.54 ,1.51 ,2
3363,0.07 ,0.47 ,2
3364,-0.03 ,0.90 ,2
3365,1.85 ,0.55 ,2
3366,-3.97 ,0.41 ,1
3367,5.92 ,4.47 ,3
3368,5.16 ,3.14 ,3
3369,2.23 ,3.10 ,2
3370,0.26 ,2.64 ,2
3371,6.32 ,5.94 ,3
3372,1.41 ,1.19 ,2
3373,-0.99 ,3.74 ,1
3374,7.85 ,6.52 ,3
3375,3.51 ,7.57 ,3
3376,-0.48 ,3.48 ,2
3377,6.92 ,6.16 ,3
3378,7.02 ,4.00 ,3
3379,1.23 ,3.93 ,2
3380,-0.31 ,3.24 ,2
3381,4.37 ,3.14 ,3
3382,-4.64 ,4.29 ,1
3383,-1.66 ,3.20 ,2
3384,1.50 ,1.90 ,2
3385,1.09 ,1.15 ,2
3386,4.23 ,8.36 ,3
3387,7.96 ,7.00 ,3
3388,2.62 ,2.02 ,2
3389,0.65 ,2.25 ,2
3390,-2.55 ,3.01 ,1
3391,-2.81 ,4.17 ,1
3392,-0.41 ,1.60 ,2
3393,1.57 ,2.61 ,2
3394,2.04 ,1.01 ,2
3395,1.30 ,1.52 ,2
3396,-0.23 ,2.74 ,2
3397,4.32 ,11.42 ,3
3398,0.86 ,0.31 ,2
3399,-2.22 ,4.51 ,1
3400,3.16 ,2.17 ,2
3401,2.73 ,1.93 ,2
3402,4.87 ,7.68 ,3
3403,-4.22 ,5.78 ,1
3404,4.49 ,4.98 ,3
3405,-6.76 ,4.13 ,1
3406,1.37 ,1.19 ,2
3407,7.51 ,5.74 ,3
3408,-3.29 ,4.80 ,1
3409,6.31 ,6.96 ,3
3410,-5.55 ,4.02 ,1
3411,-3.76 ,0.88 ,1
3412,1.93 ,0.39 ,2
3413,4.22 ,11.15 ,3
3414,0.80 ,1.13 ,2
3415,2.00 ,0.45 ,2
3416,-4.66 ,5.83 ,1
3417,-5.78 ,5.56 ,1
3418,7.45 ,7.94 ,3
3419,-4.66 ,5.52 ,1
3420,3.74 ,5.25 ,3
3421,5.44 ,3.96 ,3
3422,2.19 ,1.84 ,2
3423,2.37 ,0.67 ,2
3424,2.11 ,0.83 ,2
3425,-4.20 ,1.47 ,1
3426,-4.09 ,5.26 ,1
3427,-2.86 ,4.19 ,1
3428,-4.39 ,4.69 ,1
3429,-2.60 ,4.90 ,1
3430,7.77 ,6.54 ,3
3431,-5.60 ,2.37 ,1
3432,-0.74 ,6.68 ,1
3433,2.35 ,1.33 ,2
3434,-4.82 ,3.41 ,1
3435,-3.93 ,4.43 ,1
3436,2.65 ,5.43 ,3
3437,-4.08 ,1.14 ,1
3438,-3.65 ,5.16 ,1
3439,1.89 ,2.36 ,2
3440,-3.71 ,4.03 ,1
3441,3.82 ,5.41 ,3
3442,0.75 ,2.14 ,2
3443,4.35 ,4.42 ,3
3444,-4.89 ,5.53 ,1
3445,-2.89 ,4.03 ,1
3446,-5.81 ,4.08 ,1
3447,3.74 ,6.16 ,3
3448,-3.81 ,-0.50 ,1
3449,0.69 ,2.36 ,2
3450,4.41 ,1.79 ,2
3451,-5.02 ,4.47 ,1
3452,-4.14 ,8.87 ,1
3453,-3.67 ,1.08 ,1
3454,7.67 ,4.08 ,3
3455,1.31 ,4.23 ,2
3456,-1.66 ,2.27 ,2
3457,8.48 ,6.14 ,3
3458,0.70 ,0.11 ,2
3459,6.72 ,7.10 ,3
3460,0.51 ,1.40 ,2
3461,1.80 ,2.99 ,2
3462,4.57 ,3.84 ,3
3463,-6.18 ,4.63 ,1
3464,-4.33 ,5.73 ,1
3465,-4.34 ,4.25 ,1
3466,0.54 ,2.89 ,2
3467,5.51 ,6.49 ,3
3468,-2.64 ,5.66 ,1
3469,1.19 ,3.89 ,2
3470,1.24 ,4.11 ,2
3471,2.41 ,1.50 ,2
3472,1.68 ,1.29 ,2
3473,5.82 ,6.60 ,3
3474,3.75 ,4.75 ,3
3475,0.97 ,2.42 ,2
3476,3.41 ,6.45 ,3
3477,1.96 ,5.78 ,3
3478,5.36 ,6.89 ,3
3479,-2.56 ,3.45 ,1
3480,6.37 ,6.41 ,3
3481,-0.54 ,-0.74 ,2
3482,-2.49 ,2.31 ,1
3483,-4.31 ,5.89 ,1
3484,2.75 ,2.25 ,2
3485,4.91 ,5.37 ,3
3486,5.29 ,8.69 ,3
3487,-1.41 ,3.78 ,2
3488,-0.35 ,3.79 ,1
3489,4.12 ,6.50 ,3
3490,-3.55 ,6.13 ,1
3491,-4.03 ,1.03 ,1
3492,0.09 ,5.36 ,2
3493,6.08 ,3.62 ,3
3494,-4.84 ,5.92 ,1
3495,-2.50 ,0.73 ,1
3496,7.21 ,6.74 ,3
3497,5.99 ,4.61 ,3
3498,-5.81 ,2.14 ,1
3499,2.00 ,6.51 ,3
3500,2.61 ,7.64 ,3
3501,8.58 ,5.65 ,3
3502,3.82 ,3.92 ,3
3503,5.16 ,7.72 ,3
3504,0.25 ,2.84 ,2
3505,0.86 ,5.78 ,1
3506,3.71 ,2.17 ,3
3507,0.15 ,2.50 ,2
3508,0.34 ,0.96 ,2
3509,5.00 ,9.08 ,3
3510,4.17 ,7.25 ,3
3511,-1.98 ,2.38 ,2
3512,-0.66 ,0.35 ,2
3513,5.76 ,5.79 ,3
3514,0.54 ,0.81 ,2
3515,6.10 ,4.56 ,3
3516,3.80 ,4.71 ,3
3517,-2.63 ,5.47 ,1
3518,-1.03 ,2.27 ,2
3519,9.16 ,3.24 ,3
3520,7.87 ,6.22 ,3
3521,1.29 ,2.87 ,3
3522,8.98 ,6.68 ,3
3523,-0.18 ,1.03 ,2
3524,-0.56 ,2.63 ,2
3525,-4.64 ,5.66 ,1
3526,0.52 ,2.38 ,2
3527,0.01 ,2.92 ,2
3528,6.84 ,7.70 ,3
3529,3.68 ,9.03 ,3
3530,7.57 ,2.79 ,3
3531,1.75 ,3.39 ,2
3532,-2.58 ,5.99 ,1
3533,5.56 ,5.77 ,3
3534,-3.83 ,6.67 ,1
3535,2.27 ,3.09 ,2
3536,4.71 ,8.97 ,3
3537,5.86 ,4.81 ,3
3538,-0.02 ,1.82 ,2
3539,7.10 ,1.84 ,3
3540,-0.33 ,0.01 ,2
3541,1.36 ,2.60 ,2
3542,-2.53 ,5.35 ,1
3543,7.04 ,8.52 ,3
3544,3.41 ,6.11 ,3
3545,2.55 ,1.34 ,2
3546,-0.23 ,2.26 ,2
3547,-1.82 ,5.46 ,1
3548,0.62 ,1.58 ,2
3549,1.08 ,3.75 ,2
3550,11.57 ,5.53 ,3
3551,-5.87 ,7.57 ,1
3552,3.16 ,8.72 ,3
3553,-3.77 ,3.98 ,1
3554,-4.29 ,2.20 ,1
3555,-5.42 ,2.28 ,1
3556,-1.34 ,1.54 ,1
3557,-4.62 ,4.40 ,1
3558,8.07 ,7.48 ,3
3559,-1.84 ,3.25 ,2
3560,-1.30 ,3.75 ,2
3561,0.37 ,2.47 ,2
3562,2.54 ,3.64 ,2
3563,7.82 ,3.20 ,3
3564,7.69 ,5.42 ,3
3565,-2.88 ,6.04 ,1
3566,-0.15 ,1.88 ,2
3567,-0.82 ,3.74 ,2
3568,1.51 ,1.50 ,2
3569,5.02 ,4.24 ,3
3570,5.33 ,2.59 ,3
3571,2.24 ,5.28 ,3
3572,-0.71 ,3.16 ,2
3573,-1.31 ,4.36 ,1
3574,2.82 ,2.51 ,2
3575,5.30 ,3.41 ,3
3576,-3.61 ,2.07 ,1
3577,-3.45 ,1.63 ,1
3578,3.97 ,4.72 ,3
3579,-7.15 ,4.14 ,1
3580,8.40 ,8.78 ,3
3581,7.70 ,4.32 ,3
3582,7.13 ,4.57 ,3
3583,2.11 ,2.71 ,2
3584,2.63 ,5.32 ,3
3585,0.65 ,1.11 ,2
3586,-7.46 ,3.51 ,1
3587,1.32 ,1.40 ,2
3588,-4.88 ,4.81 ,1
3589,1.32 ,2.67 ,2
3590,-6.43 ,3.86 ,1
3591,6.43 ,5.53 ,3
3592,8.92 ,8.64 ,3
3593,1.40 ,0.94 ,2
3594,5.74 ,6.14 ,3
3595,-2.33 ,3.68 ,1
3596,-1.55 ,3.12 ,1
3597,-4.52 ,6.94 ,1
3598,3.61 ,3.19 ,3
3599,1.83 ,3.84 ,2
3600,-3.60 ,4.82 ,1
3601,-3.88 ,4.79 ,1
3602,-4.59 ,3.15 ,1
3603,0.74 ,0.22 ,2
3604,6.65 ,6.46 ,3
3605,-5.51 ,4.69 ,1
3606,-7.12 ,4.53 ,1
3607,6.34 ,8.10 ,3
3608,-3.82 ,7.61 ,1
3609,5.46 ,4.04 ,3
3610,5.24 ,4.68 ,3
3611,8.53 ,8.00 ,3
3612,0.20 ,1.83 ,2
3613,-7.77 ,6.99 ,1
3614,11.11 ,5.91 ,3
3615,0.14 ,0.48 ,2
3616,-1.34 ,3.17 ,1
3617,4.01 ,5.77 ,3
3618,6.26 ,3.62 ,3
3619,1.62 ,3.14 ,3
3620,1.32 ,0.62 ,2
3621,-7.47 ,1.48 ,1
3622,3.17 ,1.52 ,2
3623,-0.58 ,0.28 ,2
3624,10.57 ,3.07 ,3
3625,2.35 ,2.76 ,2
3626,6.09 ,5.21 ,3
3627,5.02 ,4.81 ,3
3628,5.51 ,9.72 ,3
3629,6.60 ,7.91 ,3
3630,2.77 ,1.32 ,2
3631,0.90 ,2.33 ,2
3632,-2.03 ,5.26 ,1
3633,4.39 ,6.58 ,3
3634,-0.28 ,1.51 ,2
3635,6.38 ,8.30 ,3
3636,1.07 ,1.21 ,2
3637,5.36 ,5.00 ,3
3638,2.42 ,1.03 ,2
3639,1.16 ,3.26 ,2
3640,-4.03 ,-1.13 ,1
3641,5.88 ,6.68 ,3
3642,9.07 ,7.38 ,3
3643,4.00 ,1.78 ,3
3644,6.30 ,5.04 ,3
3645,1.89 ,5.30 ,2
3646,2.38 ,0.60 ,2
3647,6.66 ,6.99 ,3
3648,8.04 ,3.28 ,3
3649,-4.11 ,1.61 ,1
3650,0.45 ,0.95 ,2
3651,6.11 ,6.81 ,3
3652,6.89 ,4.51 ,3
3653,0.36 ,3.60 ,1
3654,-7.61 ,2.16 ,1
3655,5.84 ,1.83 ,3
3656,8.59 ,3.81 ,3
3657,-2.47 ,3.08 ,1
3658,-5.29 ,1.43 ,1
3659,1.00 ,0.77 ,2
3660,-2.86 ,0.56 ,1
3661,0.97 ,1.41 ,2
3662,7.20 ,5.82 ,3
3663,10.06 ,5.46 ,3
3664,2.14 ,3.13 ,2
3665,-5.14 ,6.49 ,1
3666,-4.16 ,1.29 ,1
3667,4.71 ,8.68 ,3
3668,-7.65 ,-1.04 ,1
3669,4.41 ,5.12 ,3
3670,5.08 ,6.16 ,3
3671,-0.98 ,5.08 ,1
3672,0.70 ,3.61 ,2
3673,3.97 ,2.11 ,2
3674,5.68 ,7.25 ,3
3675,1.34 ,0.38 ,2
3676,-0.78 ,2.10 ,2
3677,5.59 ,1.22 ,3
3678,-2.08 ,0.93 ,1
3679,-5.35 ,3.71 ,1
3680,1.08 ,3.04 ,2
3681,5.75 ,2.37 ,3
3682,-8.88 ,6.51 ,1
3683,-0.32 ,2.35 ,2
3684,4.63 ,5.90 ,3
3685,6.65 ,5.51 ,3
3686,9.96 ,4.32 ,3
3687,-6.83 ,0.07 ,1
3688,3.37 ,5.51 ,3
3689,-0.11 ,0.76 ,2
3690,8.99 ,5.19 ,3
3691,-5.04 ,3.31 ,1
3692,-7.03 ,7.04 ,1
3693,-3.66 ,2.17 ,1
3694,-2.89 ,5.49 ,1
3695,-4.11 ,1.05 ,1
3696,1.55 ,0.20 ,2
3697,1.72 ,1.72 ,2
3698,0.62 ,1.51 ,2
3699,-3.59 ,6.57 ,1
3700,6.67 ,7.77 ,3
3701,1.45 ,1.93 ,2
3702,6.99 ,2.81 ,3
3703,-0.35 ,1.81 ,2
3704,2.46 ,0.63 ,2
3705,-0.10 ,8.24 ,1
3706,-0.66 ,1.56 ,2
3707,-5.69 ,3.25 ,1
3708,5.94 ,7.22 ,3
3709,-4.05 ,2.62 ,1
3710,6.35 ,8.78 ,3
3711,-4.30 ,4.52 ,1
3712,4.88 ,7.44 ,3
3713,0.22 ,1.16 ,2
3714,4.60 ,4.55 ,3
3715,0.97 ,1.72 ,2
3716,7.85 ,4.32 ,3
3717,-1.98 ,7.17 ,1
3718,6.80 ,3.83 ,3
3719,-1.22 ,2.93 ,2
3720,0.57 ,3.00 ,2
3721,4.99 ,5.81 ,3
3722,0.90 ,1.42 ,2
3723,5.34 ,9.40 ,3
3724,-3.26 ,5.47 ,1
3725,-3.68 ,3.83 ,1
3726,5.22 ,7.56 ,3
3727,0.10 ,1.39 ,2
3728,6.46 ,5.68 ,3
3729,7.40 ,3.78 ,3
3730,6.62 ,4.19 ,3
3731,-0.14 ,1.62 ,2
3732,1.18 ,0.54 ,2
3733,1.32 ,0.88 ,2
3734,3.58 ,4.50 ,2
3735,1.09 ,3.56 ,2
3736,7.53 ,5.33 ,3
3737,-1.23 ,3.94 ,1
3738,1.58 ,-0.47 ,2
3739,7.62 ,11.21 ,3
3740,0.54 ,1.80 ,2
3741,-1.80 ,4.25 ,1
3742,-3.71 ,6.00 ,1
3743,0.77 ,1.52 ,2
3744,2.55 ,2.37 ,2
3745,6.70 ,5.49 ,3
3746,-5.54 ,1.95 ,1
3747,6.02 ,10.01 ,3
3748,-0.24 ,0.33 ,2
3749,2.76 ,2.89 ,2
3750,-0.66 ,0.58 ,2
3751,4.72 ,6.67 ,3
3752,-6.12 ,4.66 ,1
3753,6.12 ,3.72 ,3
3754,-5.79 ,3.97 ,1
3755,5.09 ,6.57 ,3
3756,5.31 ,6.83 ,3
3757,1.46 ,1.97 ,2
3758,-5.03 ,6.97 ,1
3759,8.90 ,6.06 ,3
3760,6.69 ,7.91 ,3
3761,-4.28 ,4.01 ,1
3762,-1.89 ,0.61 ,1
3763,8.99 ,4.02 ,3
3764,-4.76 ,1.57 ,1
3765,-4.41 ,0.24 ,1
3766,0.03 ,6.29 ,1
3767,-5.01 ,3.39 ,1
3768,0.42 ,2.98 ,2
3769,5.60 ,6.17 ,3
3770,-1.12 ,5.07 ,1
3771,-7.41 ,2.46 ,1
3772,6.72 ,4.63 ,3
3773,8.01 ,4.87 ,3
3774,2.13 ,2.95 ,2
3775,6.83 ,7.27 ,3
3776,-3.38 ,3.39 ,1
3777,5.33 ,4.96 ,3
3778,-3.93 ,1.69 ,1
3779,6.29 ,6.21 ,3
3780,5.46 ,2.36 ,3
3781,0.59 ,1.91 ,2
3782,-2.08 ,5.60 ,1
3783,1.36 ,2.45 ,2
3784,5.87 ,6.34 ,3
3785,-4.23 ,0.39 ,1
3786,1.45 ,2.34 ,2
3787,-5.57 ,4.86 ,1
3788,5.32 ,8.52 ,3
3789,4.50 ,9.47 ,3
3790,-1.94 ,2.12 ,1
3791,-0.31 ,2.30 ,2
3792,1.93 ,0.68 ,2
3793,0.02 ,2.02 ,2
3794,8.57 ,6.90 ,3
3795,-2.98 ,0.40 ,1
3796,2.90 ,2.17 ,2
3797,7.15 ,5.15 ,3
3798,2.84 ,2.48 ,2
3799,-6.21 ,4.51 ,1
3800,-3.86 ,1.47 ,1
3801,-2.50 ,0.79 ,1
3802,-0.71 ,4.77 ,2
3803,-2.41 ,7.42 ,1
3804,-0.26 ,2.55 ,2
3805,-2.08 ,5.21 ,1
3806,-0.26 ,1.96 ,2
3807,-4.16 ,7.61 ,1
3808,-1.01 ,2.63 ,1
3809,1.20 ,-1.19 ,2
3810,0.15 ,2.89 ,2
3811,4.56 ,6.22 ,3
3812,-2.45 ,6.67 ,1
3813,-0.35 ,2.14 ,2
3814,-0.14 ,1.78 ,2
3815,3.92 ,3.51 ,3
3816,1.08 ,1.29 ,2
3817,1.23 ,2.34 ,2
3818,6.98 ,5.58 ,3
3819,-1.48 ,3.63 ,1
3820,3.47 ,8.87 ,3
3821,-4.99 ,5.53 ,1
3822,6.51 ,5.88 ,3
3823,-6.91 ,4.71 ,1
3824,1.30 ,1.19 ,2
3825,2.10 ,1.69 ,2
3826,-2.46 ,4.53 ,1
3827,-2.24 ,1.22 ,1
3828,4.40 ,6.88 ,3
3829,7.88 ,5.96 ,3
3830,-2.44 ,2.44 ,1
3831,2.24 ,3.27 ,2
3832,-4.99 ,1.31 ,1
3833,1.46 ,2.86 ,2
3834,-1.40 ,-1.22 ,1
3835,-4.16 ,4.69 ,1
3836,-5.32 ,5.77 ,1
3837,2.85 ,2.81 ,2
3838,5.29 ,2.35 ,3
3839,2.88 ,6.42 ,3
3840,-1.61 ,2.34 ,1
3841,3.42 ,7.29 ,3
3842,-6.53 ,5.32 ,1
3843,2.13 ,3.29 ,2
3844,6.17 ,10.73 ,3
3845,7.45 ,3.73 ,3
3846,4.30 ,10.13 ,3
3847,-4.50 ,2.47 ,1
3848,-4.85 ,4.14 ,1
3849,2.01 ,0.41 ,2
3850,0.79 ,-0.17 ,1
3851,1.50 ,4.15 ,2
3852,1.24 ,3.68 ,2
3853,-0.28 ,1.77 ,2
3854,1.28 ,1.57 ,2
3855,2.32 ,2.44 ,2
3856,3.16 ,1.64 ,2
3857,1.31 ,2.64 ,2
3858,6.55 ,6.56 ,3
3859,-2.96 ,2.84 ,1
3860,-2.32 ,4.80 ,1
3861,0.80 ,2.18 ,2
3862,1.11 ,2.23 ,2
3863,5.57 ,4.61 ,3
3864,5.97 ,5.79 ,3
3865,3.99 ,6.74 ,3
3866,-3.65 ,4.78 ,1
3867,7.66 ,6.17 ,3
3868,-5.71 ,1.99 ,1
3869,-1.44 ,3.63 ,2
3870,0.25 ,2.07 ,2
3871,1.74 ,2.45 ,2
3872,9.57 ,5.95 ,3
3873,0.45 ,3.26 ,2
3874,5.52 ,8.40 ,3
3875,10.09 ,7.67 ,3
3876,-3.46 ,3.56 ,1
3877,0.41 ,1.76 ,2
3878,-3.76 ,3.22 ,1
3879,-6.06 ,2.99 ,1
3880,-1.29 ,5.34 ,1
3881,3.18 ,4.64 ,3
3882,3.85 ,5.27 ,3
3883,7.69 ,4.80 ,3
3884,-1.06 ,3.56 ,1
3885,-0.90 ,2.90 ,1
3886,-3.75 ,1.96 ,1
3887,-3.75 ,2.67 ,1
3888,-2.80 ,7.08 ,1
3889,-0.95 ,2.95 ,2
3890,-0.04 ,2.45 ,2
3891,1.21 ,2.20 ,2
3892,1.84 ,3.31 ,2
3893,-0.30 ,1.10 ,2
3894,4.74 ,4.74 ,3
3895,-4.90 ,5.53 ,1
3896,1.91 ,1.96 ,2
3897,4.71 ,4.52 ,3
3898,4.80 ,7.14 ,3
3899,5.39 ,7.06 ,3
3900,-4.69 ,1.83 ,1
3901,5.50 ,3.96 ,3
3902,-1.59 ,3.25 ,2
3903,7.09 ,9.14 ,3
3904,-6.39 ,4.82 ,1
3905,4.60 ,6.01 ,3
3906,-0.95 ,4.60 ,1
3907,-4.68 ,3.80 ,1
3908,-3.00 ,4.26 ,1
3909,-7.59 ,3.92 ,1
3910,2.34 ,3.00 ,2
3911,4.52 ,7.13 ,3
3912,6.53 ,4.25 ,3
3913,6.36 ,6.89 ,3
3914,-0.90 ,0.82 ,2
3915,-4.31 ,3.11 ,1
3916,5.87 ,7.69 ,3
3917,-0.04 ,0.88 ,2
3918,0.16 ,4.78 ,1
3919,1.13 ,0.50 ,2
3920,7.16 ,5.98 ,3
3921,8.70 ,2.94 ,3
3922,-6.00 ,6.25 ,1
3923,4.88 ,9.85 ,3
3924,-7.77 ,2.80 ,1
3925,-1.30 ,4.57 ,1
3926,4.37 ,5.59 ,3
3927,4.41 ,3.80 ,3
3928,5.52 ,6.84 ,3
3929,3.36 ,2.57 ,2
3930,0.51 ,0.25 ,2
3931,-6.01 ,3.94 ,1
3932,1.05 ,1.50 ,2
3933,-4.84 ,3.76 ,1
3934,6.08 ,5.27 ,3
3935,7.97 ,5.29 ,3
3936,5.13 ,4.85 ,3
3937,-3.61 ,2.38 ,1
3938,0.50 ,2.40 ,2
3939,3.33 ,9.94 ,3
3940,1.07 ,-0.01 ,2
3941,-5.26 ,4.23 ,1
3942,7.08 ,4.57 ,3
3943,1.58 ,1.33 ,2
3944,5.81 ,9.70 ,3
3945,8.59 ,4.57 ,3
3946,5.65 ,7.09 ,3
3947,0.79 ,1.81 ,2
3948,1.56 ,3.93 ,2
3949,4.67 ,5.32 ,3
3950,1.38 ,0.12 ,2
3951,-2.42 ,4.61 ,1
3952,2.48 ,2.82 ,2
3953,7.01 ,11.90 ,3
3954,6.37 ,5.57 ,3
3955,6.30 ,5.23 ,3
3956,7.53 ,5.87 ,3
3957,0.58 ,1.97 ,2
3958,-4.52 ,3.34 ,1
3959,1.07 ,1.61 ,2
3960,-4.13 ,-0.29 ,1
3961,7.29 ,3.21 ,3
3962,0.57 ,3.29 ,2
3963,0.91 ,0.89 ,2
3964,-3.68 ,2.45 ,1
3965,-4.92 ,3.81 ,1
3966,2.14 ,2.53 ,2
3967,-3.21 ,3.68 ,1
3968,8.71 ,5.05 ,3
3969,-0.46 ,2.44 ,2
3970,2.29 ,1.53 ,2
3971,6.88 ,6.72 ,3
3972,-3.38 ,2.55 ,1
3973,6.98 ,3.62 ,3
3974,2.85 ,4.15 ,3
3975,6.88 ,5.40 ,3
3976,7.20 ,7.33 ,3
3977,6.56 ,4.56 ,3
3978,0.26 ,1.13 ,2
3979,-6.04 ,1.55 ,1
3980,2.75 ,3.33 ,2
3981,4.35 ,6.74 ,3
3982,9.04 ,1.42 ,3
3983,2.36 ,5.62 ,3
3984,5.68 ,5.25 ,3
3985,6.63 ,1.92 ,3
3986,-6.08 ,1.06 ,1
3987,-2.43 ,3.07 ,1
3988,1.35 ,3.22 ,2
3989,6.07 ,5.75 ,3
3990,-3.16 ,2.52 ,1
3991,-0.29 ,1.24 ,2
3992,6.89 ,9.53 ,3
3993,7.10 ,4.58 ,3
3994,3.52 ,2.34 ,2
3995,1.79 ,-0.23 ,2
3996,-3.51 ,3.45 ,1
3997,0.44 ,2.34 ,2
3998,1.67 ,2.18 ,2
3999,9.73 ,5.73 ,3
4000,3.29 ,0.44 ,2
4001,-1.71 ,1.62 ,2
4002,0.23 ,6.47 ,3
4003,-5.44 ,1.88 ,1
4004,6.12 ,7.97 ,3
4005,6.45 ,6.18 ,3
4006,6.20 ,9.07 ,3
4007,6.83 ,5.82 ,3
4008,6.72 ,1.82 ,3
4009,-5.44 ,3.16 ,1
4010,1.03 ,1.64 ,2
4011,2.54 ,-0.06 ,2
4012,9.29 ,9.75 ,3
4013,-1.38 ,1.30 ,2
4014,-2.25 ,3.56 ,1
4015,4.32 ,3.10 ,3
4016,-7.68 ,7.25 ,1
4017,1.01 ,-0.69 ,2
4018,7.68 ,5.98 ,3
4019,-6.35 ,-0.64 ,1
4020,-3.14 ,3.23 ,1
4021,4.31 ,8.02 ,3
4022,0.48 ,1.37 ,2
4023,6.41 ,9.53 ,3
4024,-6.21 ,1.56 ,1
4025,4.59 ,8.02 ,3
4026,-6.25 ,6.35 ,1
4027,-4.18 ,6.83 ,1
4028,7.85 ,6.77 ,3
4029,3.25 ,4.53 ,3
4030,0.32 ,1.56 ,2
4031,9.43 ,6.67 ,3
4032,6.17 ,8.48 ,3
4033,0.65 ,0.27 ,2
4034,0.60 ,1.15 ,2
4035,-5.87 ,7.11 ,1
4036,-1.91 ,3.26 ,1
4037,-3.52 ,-0.01 ,1
4038,-3.17 ,2.67 ,1
4039,-4.73 ,4.36 ,1
4040,0.65 ,1.04 ,2
4041,-1.62 ,4.39 ,1
4042,-2.95 ,3.74 ,1
4043,6.05 ,7.64 ,3
4044,7.60 ,6.38 ,3
4045,1.76 ,3.80 ,2
4046,1.39 ,3.87 ,2
4047,-2.24 ,3.39 ,1
4048,5.72 ,4.30 ,3
4049,8.19 ,8.69 ,3
4050,5.23 ,7.23 ,3
4051,0.29 ,3.01 ,2
4052,5.32 ,5.79 ,3
4053,2.32 ,1.15 ,2
4054,0.88 ,2.47 ,2
4055,2.70 ,3.69 ,3
4056,1.47 ,2.11 ,2
4057,4.35 ,4.45 ,3
4058,1.60 ,2.34 ,2
4059,1.63 ,2.15 ,2
4060,6.10 ,6.40 ,3
4061,1.93 ,3.58 ,2
4062,-1.64 ,2.21 ,1
4063,5.50 ,2.21 ,3
4064,-6.38 ,2.91 ,1
4065,5.13 ,5.19 ,3
4066,-7.44 ,4.55 ,1
4067,8.33 ,6.31 ,3
4068,5.88 ,5.32 ,3
4069,-4.59 ,5.23 ,1
4070,-3.34 ,5.22 ,1
